intersection_count,crosswalk_count,bikeLane_count,parkingLane_count,doubleYellow_count,median_count,overhead_count,int1_length,int1_width,int2_length,int2_width,image_name
2,7,4,10,2,0,4,104.46084594726562,83.30400085449219,187.6014862060547,125.77828216552734,40.88_-73.848331.png
