,,,,,,,,total,train,val
0.5,0.8,0.7000000000000001,0.9,0.4,0.6000000000000001,0.9,0.8,0.8771647928709966,0.9108124405878615,0.7548527282907782
0.5,0.7000000000000001,0.6000000000000001,0.8,0.9,0.4,0.4,0.6000000000000001,0.8786807880471041,0.9125659914760406,0.7548477603138002
0.7000000000000001,0.4,0.9,0.8,0.8,0.6000000000000001,0.8,0.6000000000000001,0.8767177393338035,0.910216330664005,0.7547897847219422
0.5,0.6000000000000001,0.7000000000000001,0.5,0.8,0.8,0.6000000000000001,0.8,0.8760626812669732,0.9092930404930647,0.754785174082118
0.5,0.7000000000000001,0.9,0.6000000000000001,0.8,0.5,0.7000000000000001,0.7000000000000001,0.8776299086825927,0.9112648344819506,0.75477236026359
0.6000000000000001,0.6000000000000001,0.8,0.7000000000000001,0.5,0.4,0.7000000000000001,0.9,0.8744192846909663,0.9072342180331736,0.7547633981983304
0.5,0.4,0.8,0.5,0.5,0.5,0.4,0.5,0.8697767100256488,0.9015161275660116,0.7547161571753822
0.4,0.8,0.9,0.6000000000000001,0.8,0.9,0.6000000000000001,0.5,0.878141883663497,0.9119256085573009,0.7547016260613649
0.7000000000000001,0.5,0.8,0.5,0.4,0.6000000000000001,0.4,0.7000000000000001,0.8730695716195758,0.9057231776420954,0.7546337903715824
0.5,0.7000000000000001,0.8,0.9,0.8,0.8,0.7000000000000001,0.7000000000000001,0.8790614421161081,0.9130986591897422,0.7546296440495985
0.6000000000000001,0.8,0.5,0.7000000000000001,0.5,0.4,0.8,0.7000000000000001,0.8758981027561606,0.9091348170337239,0.7545911612553985
0.5,0.9,0.9,0.5,0.9,0.8,0.5,0.7000000000000001,0.880311999387784,0.914684117802194,0.7545710973550397
0.5,0.8,0.7000000000000001,0.6000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.8,0.879208612541101,0.9132987222502866,0.7545688334549462
0.7000000000000001,0.6000000000000001,0.7000000000000001,0.5,0.9,0.5,0.5,0.7000000000000001,0.8774438248473062,0.9110902615004928,0.7545356943828587
0.5,0.8,0.4,0.5,0.5,0.4,0.9,0.8,0.8739668316819091,0.9067338144310816,0.7544917121221674
0.7000000000000001,0.8,0.8,0.6000000000000001,0.7000000000000001,0.7000000000000001,0.9,0.7000000000000001,0.8801073469700633,0.9144534067408451,0.7544656879894492
0.5,0.7000000000000001,0.8,0.4,0.6000000000000001,0.6000000000000001,0.9,0.7000000000000001,0.8771621989847693,0.9107540276033205,0.7544656317353868
0.5,0.7000000000000001,0.7000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8759650510474433,0.909423425365961,0.7543808180649176
0.6000000000000001,0.4,0.7000000000000001,0.4,0.4,0.9,0.8,0.8,0.8716276526177882,0.9040755032779071,0.7543608215289572
0.5,0.5,0.8,0.4,0.9,0.7000000000000001,0.7000000000000001,0.5,0.8770563638756158,0.910668035469773,0.7542778433796844
0.4,0.6000000000000001,0.8,0.6000000000000001,0.4,0.6000000000000001,0.9,0.7000000000000001,0.8744858545291406,0.9075956693746892,0.7542597814746297
0.7000000000000001,0.7000000000000001,0.8,0.9,0.9,0.4,0.7000000000000001,0.9,0.8801062615230991,0.9145041745055488,0.7542571632214974
0.7000000000000001,0.5,0.9,0.4,0.9,0.8,0.8,0.8,0.8781322710826082,0.9120690446153102,0.7540795844716905
0.4,0.5,0.9,0.9,0.6000000000000001,0.4,0.5,0.6000000000000001,0.8742695027091777,0.9072209337615879,0.7540639721566621
0.5,0.9,0.8,0.7000000000000001,0.9,0.6000000000000001,0.4,0.4,0.8797536505085908,0.9141125031970637,0.7540521931142494
0.6000000000000001,0.7000000000000001,0.7000000000000001,0.5,0.6000000000000001,0.5,0.8,0.6000000000000001,0.875499718871619,0.9087700240896258,0.7540486969289715
0.6000000000000001,0.9,0.9,0.8,0.5,0.8,0.8,0.7000000000000001,0.8789194486169721,0.9130683435872375,0.7540374757078606
0.5,0.5,0.9,0.8,0.7000000000000001,0.4,0.4,0.5,0.8744461583794979,0.907474817401681,0.7539360246227774
0.7000000000000001,0.4,0.7000000000000001,0.4,0.5,0.6000000000000001,0.4,0.5,0.8719889681606539,0.9044917324908631,0.7539289856664911
0.6000000000000001,0.9,0.7000000000000001,0.5,0.8,0.7000000000000001,0.8,0.5,0.8786829947144105,0.9128000435243752,0.7539226392781466
0.6000000000000001,0.9,0.9,0.8,0.8,0.6000000000000001,0.9,0.8,0.8809717231148221,0.9156855848775791,0.7538799385113012
0.4,0.8,0.7000000000000001,0.7000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.4,0.8767135142904817,0.9103445620734618,0.7538491268542562
0.7000000000000001,0.8,0.7000000000000001,0.7000000000000001,0.8,0.5,0.4,0.9,0.8778265142972146,0.9117435001553089,0.7538455209021584
0.5,0.9,0.9,0.9,0.8,0.6000000000000001,0.7000000000000001,0.6000000000000001,0.8803442244690581,0.9149123978672913,0.7538198884786143
0.4,0.5,0.7000000000000001,0.8,0.5,0.8,0.8,0.8,0.8749714909130999,0.908168966070204,0.7537989056053187
0.5,0.7000000000000001,0.9,0.4,0.9,0.6000000000000001,0.6000000000000001,0.4,0.8790464891985886,0.9132894387115196,0.7537913966695855
0.6000000000000001,0.8,0.8,0.8,0.5,0.7000000000000001,0.5,0.9,0.8783046357113773,0.9123652975741678,0.7537605997954431
0.5,0.6000000000000001,0.9,0.7000000000000001,0.9,0.5,0.6000000000000001,0.6000000000000001,0.8775532081608987,0.9114446124796128,0.7536678749200392
0.5,0.9,0.9,0.4,0.5,0.5,0.7000000000000001,0.4,0.8756026063552234,0.909009091684548,0.7536093734181235
0.5,0.9,0.9,0.6000000000000001,0.4,0.5,0.6000000000000001,0.8,0.8759291416587645,0.9095801824827883,0.7535733668154659
0.5,0.8,0.4,0.4,0.8,0.6000000000000001,0.5,0.6000000000000001,0.8778184471026186,0.9118061614727417,0.7535543428986035
0.4,0.9,0.9,0.5,0.8,0.8,0.5,0.5,0.8777910154977439,0.9117839299628798,0.753505441850144
0.5,0.7000000000000001,0.7000000000000001,0.6000000000000001,0.9,0.7000000000000001,0.4,0.8,0.8793259513439314,0.9137170837684155,0.7534849433186027
0.6000000000000001,0.4,0.4,0.4,0.4,0.4,0.7000000000000001,0.7000000000000001,0.86964915055698,0.9018110734380043,0.7534777744367044
0.5,0.4,0.5,0.5,0.9,0.4,0.6000000000000001,0.6000000000000001,0.8732956640992863,0.9062571709084346,0.7534325823220167
0.5,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.9,0.5,0.8,0.4,0.8780081846612258,0.912075786806457,0.7534291571021104
0.4,0.6000000000000001,0.7000000000000001,0.7000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.5,0.8764162256915906,0.9100905092971068,0.7533716440237833
0.5,0.9,0.9,0.6000000000000001,0.9,0.6000000000000001,0.8,0.4,0.8804360920001384,0.9151419885794285,0.753363103956956
0.7000000000000001,0.8,0.6000000000000001,0.7000000000000001,0.9,0.4,0.5,0.9,0.8797859425074923,0.9143317345353743,0.7533375153652438
0.4,0.9,0.8,0.7000000000000001,0.8,0.7000000000000001,0.6000000000000001,0.4,0.8786622122899194,0.9129277140443438,0.7533075381874139
0.4,0.4,0.7000000000000001,0.9,0.9,0.5,0.8,0.5,0.8750271735989213,0.9084791459259867,0.7532444616889986
0.5,0.7000000000000001,0.7000000000000001,0.4,0.8,0.6000000000000001,0.4,0.9,0.8771452076612234,0.9110447910574524,0.7532172068786047
0.4,0.9,0.9,0.8,0.4,0.7000000000000001,0.8,0.6000000000000001,0.8775659137223124,0.9117349142127015,0.7531782214833954
0.7000000000000001,0.5,0.8,0.4,0.9,0.7000000000000001,0.5,0.4,0.8772704948436548,0.9112145589397385,0.7531676270465553
0.7000000000000001,0.8,0.9,0.6000000000000001,0.5,0.9,0.4,0.5,0.8761400108162445,0.9098263742930162,0.7530403727152357
0.5,0.8,0.6000000000000001,0.8,0.8,0.5,0.4,0.5,0.8770151578606852,0.910926929833177,0.7530352308266606
0.4,0.5,0.8,0.8,0.5,0.9,0.4,0.8,0.8737121503117159,0.906781955362264,0.7530195298057349
0.7000000000000001,0.4,0.9,0.4,0.6000000000000001,0.5,0.7000000000000001,0.8,0.8725563153684186,0.905441607693153,0.7529800586329293
0.4,0.9,0.4,0.5,0.4,0.4,0.8,0.7000000000000001,0.8732916378839347,0.9064379049834658,0.752890628578246
0.7000000000000001,0.9,0.9,0.4,0.5,0.5,0.6000000000000001,0.4,0.8763108268958367,0.9100857618665349,0.752861069064966
0.4,0.5,0.8,0.5,0.9,0.6000000000000001,0.7000000000000001,0.9,0.8764847852586686,0.9103081254114956,0.7528456495861812
0.6000000000000001,0.6000000000000001,0.7000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.9,0.4,0.8764912809998575,0.9103335665142018,0.7527765223140123
0.6000000000000001,0.8,0.6000000000000001,0.5,0.6000000000000001,0.5,0.6000000000000001,0.7000000000000001,0.8756918383557375,0.9093349743489638,0.7527541791532888
0.7000000000000001,0.8,0.8,0.9,0.8,0.7000000000000001,0.4,0.9,0.8793849673327724,0.9139762631126223,0.7527447453003414
0.7000000000000001,0.4,0.9,0.9,0.9,0.5,0.4,0.6000000000000001,0.8756880505834714,0.9094401566238945,0.752720922770961
0.5,0.6000000000000001,0.7000000000000001,0.5,0.7000000000000001,0.6000000000000001,0.9,0.6000000000000001,0.8757535352623443,0.9094321668710317,0.7526753984006506
0.4,0.9,0.9,0.8,0.6000000000000001,0.4,0.4,0.9,0.876341066374493,0.9101783922704817,0.7526424823907198
0.4,0.8,0.4,0.9,0.6000000000000001,0.4,0.8,0.7000000000000001,0.875525564101941,0.9091616634663569,0.7526119959451297
0.4,0.8,0.7000000000000001,0.9,0.7000000000000001,0.8,0.6000000000000001,0.4,0.877996450515347,0.9122712159285413,0.7525884836856986
0.5,0.6000000000000001,0.7000000000000001,0.5,0.5,0.8,0.6000000000000001,0.4,0.8728568058754634,0.9058229172909156,0.7525580978504463
0.6000000000000001,0.6000000000000001,0.7000000000000001,0.6000000000000001,0.7000000000000001,0.5,0.6000000000000001,0.8,0.8761076420650834,0.9099131066393978,0.7525308100921676
0.6000000000000001,0.7000000000000001,0.9,0.8,0.9,0.6000000000000001,0.4,0.4,0.8793703421434956,0.9140116009919645,0.7525299111246561
0.5,0.6000000000000001,0.6000000000000001,0.4,0.8,0.5,0.4,0.7000000000000001,0.874119523383785,0.9074221726186092,0.7525054620692865
0.7000000000000001,0.9,0.8,0.7000000000000001,0.9,0.7000000000000001,0.4,0.5,0.8807542661022614,0.9157599704908009,0.7524898071660354
0.5,0.6000000000000001,0.9,0.7000000000000001,0.8,0.7000000000000001,0.4,0.8,0.8761560789145484,0.9100155002127569,0.7523646014326297
0.6000000000000001,0.9,0.8,0.8,0.6000000000000001,0.8,0.5,0.5,0.8785870385190083,0.9130713497932426,0.7523552928306559
0.4,0.4,0.9,0.8,0.4,0.5,0.6000000000000001,0.4,0.8704474790641635,0.9031044285411394,0.7523154679870854
0.6000000000000001,0.5,0.9,0.4,0.8,0.9,0.6000000000000001,0.4,0.8745903065088871,0.9080690808142655,0.7522832274274185
0.7000000000000001,0.7000000000000001,0.9,0.5,0.7000000000000001,0.4,0.7000000000000001,0.9,0.8763536751634196,0.9102862683192186,0.7522743296718435
0.7000000000000001,0.5,0.7000000000000001,0.5,0.5,0.5,0.5,0.4,0.8720824052169718,0.9049292319820826,0.7522419479723806
0.5,0.7000000000000001,0.6000000000000001,0.7000000000000001,0.4,0.4,0.8,0.4,0.8730385009870316,0.9062876661694672,0.7522197252790684
0.7000000000000001,0.5,0.9,0.7000000000000001,0.4,0.6000000000000001,0.5,0.6000000000000001,0.8744506909590727,0.9080634157135019,0.7522121206209892
0.4,0.8,0.9,0.7000000000000001,0.6000000000000001,0.7000000000000001,0.7000000000000001,0.4,0.876480595424707,0.9104632267817624,0.7522041927442343
0.4,0.5,0.8,0.8,0.7000000000000001,0.6000000000000001,0.4,0.5,0.8753540543698013,0.9090483262189976,0.7522036131096691
0.6000000000000001,0.7000000000000001,0.9,0.6000000000000001,0.5,0.9,0.5,0.7000000000000001,0.8763020832110006,0.9102494311294373,0.7521624603285699
0.7000000000000001,0.8,0.9,0.9,0.7000000000000001,0.6000000000000001,0.7000000000000001,0.5,0.8796199900454276,0.9144268693575561,0.7521231661451669
0.4,0.8,0.5,0.4,0.9,0.6000000000000001,0.9,0.8,0.8794178974341945,0.9141875837068257,0.7520649166038438
0.6000000000000001,0.8,0.4,0.8,0.9,0.6000000000000001,0.4,0.6000000000000001,0.879735134697669,0.9145927000027867,0.7520383752316037
0.4,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.4,0.8,0.5,0.5,0.8746065445060126,0.9083073402350256,0.7520194915756176
0.4,0.8,0.6000000000000001,0.7000000000000001,0.5,0.7000000000000001,0.5,0.7000000000000001,0.8766477457532285,0.9107196267261843,0.7520184214464348
0.7000000000000001,0.4,0.7000000000000001,0.5,0.4,0.9,0.9,0.6000000000000001,0.8711251144618194,0.9040437256682081,0.7519629841597153
0.6000000000000001,0.6000000000000001,0.9,0.9,0.8,0.7000000000000001,0.4,0.6000000000000001,0.8770531896648799,0.9112575313776008,0.7519039112749193
0.5,0.6000000000000001,0.7000000000000001,0.6000000000000001,0.4,0.8,0.5,0.4,0.8729388130309208,0.9062525205935876,0.751859436388469
0.4,0.4,0.7000000000000001,0.4,0.7000000000000001,0.6000000000000001,0.8,0.9,0.8734148761192343,0.9068046470028484,0.7518416456543442
0.7000000000000001,0.5,0.7000000000000001,0.8,0.4,0.9,0.8,0.8,0.8744181061374114,0.9081194959168877,0.7518240809473918
0.7000000000000001,0.8,0.8,0.9,0.6000000000000001,0.9,0.7000000000000001,0.4,0.8773339340612195,0.9116333579948065,0.7518111742120969
0.4,0.7000000000000001,0.7000000000000001,0.5,0.6000000000000001,0.7000000000000001,0.9,0.7000000000000001,0.8756253258962983,0.9094921928883103,0.7517911204435973
0.6000000000000001,0.4,0.8,0.9,0.4,0.9,0.8,0.5,0.8717913703614575,0.9049245535327768,0.7517872023435247
0.5,0.6000000000000001,0.9,0.8,0.9,0.7000000000000001,0.9,0.8,0.8790426099183877,0.9137898928947394,0.7517700889191112
0.8,0.8,0.8,0.9,0.5,0.4,0.8,0.6000000000000001,0.8767507199477705,0.9109112745287621,0.7517692127745538
0.5,0.4,0.6000000000000001,0.7000000000000001,0.5,0.4,0.9,0.5,0.8705877262493416,0.9032727240769474,0.75176463313361
0.6000000000000001,0.6000000000000001,0.9,0.4,0.5,0.9,0.7000000000000001,0.5,0.8737174164177204,0.9071039864690476,0.7517578643502336
0.4,0.6000000000000001,0.7000000000000001,0.8,0.7000000000000001,0.8,0.9,0.6000000000000001,0.8769491490655951,0.9111642591844579,0.7517542594754745
0.5,0.4,0.9,0.5,0.5,0.9,0.7000000000000001,0.5,0.8705892302807288,0.9032809562766619,0.75173926117538
0.7000000000000001,0.4,0.9,0.9,0.4,0.8,0.7000000000000001,0.7000000000000001,0.873035209920606,0.906499371009508,0.7517374677825646
0.6000000000000001,0.4,0.8,0.9,0.7000000000000001,0.6000000000000001,0.9,0.8,0.8754500500204979,0.9093906367962825,0.751723194374761
0.6000000000000001,0.4,0.6000000000000001,0.7000000000000001,0.8,0.5,0.8,0.8,0.8736657090551656,0.9071505109733484,0.7517184723284874
0.6000000000000001,0.7000000000000001,0.4,0.8,0.8,0.4,0.4,0.5,0.8755241594331169,0.9093916363142543,0.7516850469492034
0.7000000000000001,0.9,0.8,0.8,0.5,0.5,0.4,0.9,0.8768729713728134,0.9111102430260528,0.7515875776526794
0.4,0.7000000000000001,0.8,0.4,0.7000000000000001,0.9,0.9,0.5,0.8765325847173661,0.9107077001501052,0.7514875137656862
0.7000000000000001,0.4,0.5,0.8,0.8,0.4,0.9,0.8,0.8740042473669071,0.9076417560179901,0.7514544407406216
0.5,0.4,0.5,0.8,0.9,0.4,0.5,0.5,0.8741411520979709,0.9078148225437948,0.7514500374325044
0.5,0.4,0.9,0.8,0.4,0.7000000000000001,0.6000000000000001,0.5,0.8720353268196355,0.9053169308417566,0.7514434255560112
0.4,0.6000000000000001,0.9,0.5,0.7000000000000001,0.7000000000000001,0.8,0.8,0.8754498835501664,0.9093602828941189,0.7514372696080907
0.4,0.6000000000000001,0.9,0.9,0.4,0.7000000000000001,0.8,0.7000000000000001,0.8744403296638383,0.9082676584839581,0.7513430903484756
0.5,0.4,0.9,0.8,0.6000000000000001,0.9,0.7000000000000001,0.6000000000000001,0.8732582284278428,0.9067351486680358,0.7513325798612364
0.5,0.9,0.9,0.7000000000000001,0.8,0.9,0.5,0.4,0.8778022836894807,0.91236179915446,0.7512505808764512
0.5,0.7000000000000001,0.9,0.5,0.6000000000000001,0.5,0.7000000000000001,0.4,0.8736014848376212,0.907089973537772,0.7512314305753246
0.5,0.9,0.9,0.9,0.8,0.7000000000000001,0.8,0.4,0.8789248246969804,0.913777638650498,0.7512273069787619
0.4,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.8770061407799289,0.9113678958366901,0.7512260614800279
0.6000000000000001,0.9,0.9,0.6000000000000001,0.8,0.8,0.5,0.9,0.8793362305522573,0.9143072223189794,0.7511760358703746
0.6000000000000001,0.4,0.6000000000000001,0.5,0.4,0.5,0.7000000000000001,0.8,0.8698290224314252,0.9026216411488163,0.751139250084571
0.7000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.8,0.5,0.4,0.6000000000000001,0.874283583231179,0.9079730502528134,0.7511262522291342
0.4,0.7000000000000001,0.9,0.4,0.7000000000000001,0.7000000000000001,0.8,0.4,0.8766351634106518,0.9109340170131808,0.7510976416991604
0.7000000000000001,0.6000000000000001,0.8,0.8,0.7000000000000001,0.8,0.4,0.5,0.8765524996091442,0.9108347440733643,0.7510793982606074
0.7000000000000001,0.7000000000000001,0.6000000000000001,0.7000000000000001,0.7000000000000001,0.4,0.9,0.7000000000000001,0.8771747485490777,0.9116167159402124,0.7510779322962969
0.5,0.9,0.6000000000000001,0.8,0.5,0.4,0.7000000000000001,0.9,0.8762625749050422,0.9104794166659596,0.7510440130354696
0.5,0.9,0.9,0.7000000000000001,0.7000000000000001,0.6000000000000001,0.7000000000000001,0.5,0.8786341421349885,0.9134666118785955,0.7510109114378268
0.6000000000000001,0.4,0.7000000000000001,0.4,0.7000000000000001,0.8,0.6000000000000001,0.9,0.8736394342864646,0.9072975773907437,0.750998191967383
