trial_id,base_lr,max_iter,batch_size_per_image,ims_per_batch,augmentation,mAP,AP50,ap_AP-intersection,ap_AP-crosswalk,ap_AP-median,ap_AP-doubleYellow,ap_AP-bikeLane,ap_AP-bikeLaneInt,ap_AP-overpass,ap_AP-busLane
0,0.0029907312866310266,257,86,12,False,17.81088263853029,34.36886006027803,41.09894679963547,54.24432425760053,10.752305179907525,7.205452755223633,4.327729109117808,8.577063604621701,9.376237623762375,6.905001778373325
