trial_id,base_lr,max_iter,batch_size_per_image,ims_per_batch,mAP,AP50,ap_AP-intersection,ap_AP-crosswalk,ap_AP-parkingLane,ap_AP-overhead,ap_AP-median,ap_AP-doubleYellow,ap_AP-bikeLane,ap_AP-overpass
0,0.0024919188012112,360,30,7,20.2913776382452,35.95906363175572,46.70792079207921,64.88080731150038,4.174999626659499,26.27591573747729,0.0,0.0,0.0,
1,0.0018812446723400701,722,123,13,20.037982188045078,35.94105048676431,45.1980198019802,62.72890146157473,5.202348698209758,27.136605354550902,0.0,0.0,0.0,
